movie,user_review,sentiment
Meet the Blacks,"My first review, and maybe my 3rd or 4th rating. 
I love the most movies and series, so I never rate them if it isn't amazing. But this movie is a waste of time. 
I saw 14 minutes and stopped it. The next day I saw 20 minutes more, just to give lt a chance but it suuuucks! It's so cringy and stupid without being funny. The cast is ok but they can't act in this movie because the script is SO terrible. Later that same day I thought ""watch the movie maybe it's ok"" but now I just wanna sue both netflix, the cast, the producers and the writers. 
Don't watch this crap it's a wate of time and your life.",negative
Meet the Blacks,At this point if you are still trying to break down a parody movie from every angle and inspect it then you are wasting your time. Parody movies are literally designed to not be a good movie. The only thing it's for is to make you laugh. Everyone knows this so why every time a new one is made people expect more? Honestly these type of movies are for people who like to laugh and usually don't care how it turns out. I understand some of you may feel if it's a theatrical release then it should be at least worth the money but it's very hard to please everyone when it comes to music and art and it has always come down to a preference thing. I am giving this a 10 out of 10 because it made me laugh the whole time and that's all these movies are made for. I expected nothing else from it and I got nothing else from it.There was no great story line or amazing actors just good Ole parody humor.,positive
The Canal,"After reading description on IMDb before watching this flick, thought like its kind of haunted house or another sinister like movie & i guess i was right...But if you using already used concept in your current movie, then you should be able to give something more interesting to audiences than its original version. Fortunately director & script writer tried to do so but unfortunately as end product the film wasn't that effective.Movie is horror thriller but apart from some good jump scares, it doesn't gives you much more as movie to remember. Thriller & Fear element is badly missing.Off course you can watch this movie, but even if you don't watch, you are not going to miss anything important...",negative
The Canal,"I don't know why the IMDb score and Metacritic score are so low on this one. That's one of the reasons I put off watching it for a while but I'm so glad I finally got around to seeing it; it's one of the better horror films of recent years, and I'm a huge horror junkie. If you like disturbing horror that gets under your skin and doesn't rely on jump scares or constant gore then this is for you. The film is beautifully shot and has some exceptionally creepy visuals. It's sporadically violent and cruel but every moment of blood letting or grotesquerie is expertly handled and actually frightening rather than pure gross-out. I urge you not to watch the trailer as it contains spoilers I wish I hadn't known before going into it. If you want to know what to expect, I'd say it's got elements of films such as The Shining and The Ring, but it has a very unique feel. There's a nice dose of drama along with the horror and Rupert Evans is thoroughly believable and engaging in the lead role, much more so than your average modern horror protagonist. Highly recommended!",positive
The Possession of Michael King,"This review may not contain a spoiler, but I ticked it anyway. This is a cheaply made, badly acted and scripted, possible student film.It is completely unoriginal, except for the fact that the main character purposely tries to become possessed as opposed to unknowingly. This may be because of his wife accidentally dying, but it's never made clear why, seem to be just an experiment he's performing on himself, out of depression maybe, we don't know, he seems fairly chipper in the beginning. Since when do things happen for a reason in C grade films? He has a young daughter still living with him, but he continues on his course of trying to become even more and more possessed, till he gets out of control, trashes the house, and his sister takes his kid off him. The talking was too quiet, then sound effects were way too loud and abrasive, trying to maintain their cheap 'jump' scares that always fell flat. People connected with the film have once again inflated the scoring, it's definitely a one star film, avoid this poor excuse of a movie.I would like to offer a way it could have been better, but the story and plot were weak, the acting was weak, writing was dull, the look of the film was not consistent yet the settings were pretty much all in the house. The grave scene with the priest, that kinda went in another direction there where he was getting teeth sewn into his belly to summon the spirit of a dead corpse. Then it was back to the house for the rest of the film till its inevitable end. Please stop making this type of complete crap, conning the general public to rent or buy it, nobody in the real world would rate this stinking movie, nobody.",negative
The Possession of Michael King,"Just finished watching this movie. I didn't think I would like this film at all and almost turned it off right at the start because I read its similar to the blair witch project and paranormal activity. I watched this late at night on my own in the dark so conditions for viewing this type of film were pretty good. The film didn't disappoint. It's very intense, fast moving and quite scary. This film was the exact opposite to what I was expecting. I thought it was going to be a waste of 90 mins like 80% of horror films. I couldn't fault anything about the movie. Very impressive work by Yung and whoever else was involved. Acting all round was top notch. Well, give it a shot. I doubt many will be disappointed.",positive
V/H/S Viral,"This movie is borderline unwatchable. I tried watching this in two sittings and by the third I fell asleep. It's so bad, it's like they hunted down the worst horror writers and directors in hopes to sabotage a continuing V/H/S franchise and they succeeded. The camera-work is horrendous. It makes the final fight in Alex Cross look like The Raid 2. Awkward edits, annoying static every five seconds, terribly uninteresting plots and terribly written too. It's a shame because there was much potential from the first two V/H/S movies that this could become a good horror anthology franchise because it's such a great premise and found-footage is best in small 20-30 minutes doses but this movie tried to make an actual story with a couple random segments that make no sense. Gun to my head, if I had to pick the best segment it would have to be the one with the alien penises. That sentence alone should tell you enough about this movie. It was such a dumb segment and it made no sense but actually attempted suspense and some form of story. The main story is dogsh*t. I hate this movie a lot. I remember thinking after V/H/S/2 ""man, what a great idea for a horror franchise. I hope they continue these"" and then Viral had to come along and take a heaping dump on film and sell it as a V/H/S movie. If you liked the first two V/H/S movies, don't watch this. Don't ever watch this movie unless you want to feel depressed and p*ssed off in which case by all means V/H/S: Viral is the only thing you should watch. This movie sucks balls. It should have never been made and whoever greenlit this atrocious script should be fired if they haven't been already. I wish I could unwatch this movie. Spare yourselves.",negative
V/H/S Viral,"I watched this movie at the Lisbon Horror Movie Festival (MotelX); when I did, I hadn't watched any of the previous ones (now I have), so I did't really know what I was going to see, and I quite enjoyed the experience.As its predecessors, V/H/S Viral is formed by three found-footage stories, tied together by yet a fourth frame story, also filmed in a found-footage fashion. (Apparently there was supposed to be one more segment, directed by Todd Lincoln, but it was never filmed or it didn't make the final cut).The frame story, ""Vicious Circles"" by Marcel Sarmiento, is quite unsettling. It starts with a police car chase of an ice-cream van, and a young couple much in love who is split by the intrusion of pure horror in the form of viral videos that appear in their mobile phones. This story is split in four small segments, some very brief, others much longer, until the final scene which closes the circle, so to speak. It was in general quite enjoyable, with some concessions to gore, a few clichés flowing around and some very enjoyable scenes. The use of music in the very last segment (Beethoven's 9th symphony) was very clever, in my opinion. My score for this story, 7,5/10.The second story (first of the viral videos), filmed by Gregg Bishop, is more a mockumentary than a found-footage, although it obviously includes many ""interviews"" and closed-circuit camera footage. It tells the story of ""Dante the Great"", who always dreamed of being a magician and got to do so when he discovered a mysterious cape: a cape that was so powerful that apparently it frightened Houdini himself. This story is the least gore of all the pack, and it is in a way quite predictable, but it is well executed. The main sin for me is that at one point the movie abandons the ""found-footage"" form and includes some scenes with a more traditional filming; and that is hard to accept in a movie that is precisely about videotapes being found. Score: 6/10.""Parallel Monsters"", by Nacho Vigalondo, is probably the best of them all. It is filmed in Spanish and has a slightly different look, more professional, more acted, less realistic in a way. It tells the story of a scientist who opens a gate to another parallel universe, only to find that in that universe there is another version of himself, who has built exactly the same machine. When they decide to exchange universes for 15 minutes, he will discover that there are in fact a few, ahem, minor differences between their universes. This segment is quite original, very funny, very cruel; it explores its premise with intelligence and leaves quite a few things unexplained (which is not a bad thing at all). The only thing that disappointed me a bit was that the development of the story turns to more conventional horror clichés. In any case, I am giving it a 9/10.""Bonestorm"", by Justin Benson & Aaron Moorhead, follows a group of teenage American skaters who decide to go to Tijuana to explore an abandoned skating park and film some videos. When they get there, they get haunted by a death-worshiping cult (or something similar) who used that skate park as their ceremonial ground. The premise is extremely simple, and apart from a few scares and gore scenes you won't get much out of it. The best part is the humor in the creation of the characters. Score: 7/10.All in all, I enjoyed the experience. The segments are obviously uneven, but I guess that's inevitable in a collective movie. Nacho Vigalondo's segment is one level above the rest, followed by the frame story by Marcel Sarmiento. After watching the three films of the trilogy, I think it was a good idea to abandon the ""damned videotape"" idea and update it in a form of viral videos, which allows for a different kind of frame story.Oh, and I think the movie is trying to tell us something about our urge to be famous at any cost and by any means, but quite sincerely, I don't think anyone who sees this movie will really care about that.Overall score: 7/10",positive
XX,"Proposing a collection of original shorts in a horror landscape over-saturated with remakes and old recipes is a daring proposition, with or without gender twist. XX delivers four 20 minutes works with an episodic animated sequence as interlude. While the animated part is simply masterful, the quality of the shorts varies. 1st Short: The Box. This short seems to draw an illustration of how a dysfunctional family would end up if closeted drama and shouting exchanges were replaced by a supernatural element. Rather ambient, it lets you wonder what to expect. Unfortunately, the conclusion misses the target and leaves you wanting something more elaborate. 2nd Short: The Birthday party. Expedited premise and hardly believable character behavior make this short rather weak. It seems to be intended as a joke and it sort of, kind of work if you're a good audience. Good material for fan theory, but nothing memorable. 3rd Short: Don't fall. Typical monster story, with all the clichés of the genre packed into way too little time to deliver any kind of tension. A success if you want to watch absolutely every (bad) monster film in 20 minutes, a failure if you're looking for anything else. 4rh Short: Her only living son. The best of the lot, with a tense ambiance from early on, and the only one with enough background to establish a more solid story line. The female lead knows how to act, and the dramatic arc is built better than in the 3 other shorts. Nonetheless, some of the narrative is expedited and make the story fall a bit flat. Ultimately, the bundle gives the impression that none of the stories were meant for the short format to begin with, and try to follow the same formula as full feature films while condensing it in 20 minutes. As a result most of the shorts rest on interesting ideas but none seems to know whether to be a trailer or a feature film, to the detriment of tension and narrative. It remains that there are far worse movies around. ""The box"" and ""Her only living son"" have a compelling second level of reading and can push your empathy buttons just right, and ""The Birthday Party"" might make you smile (""Don't Fall"", though is a total miss). Funnily enough the 20 minutes format, as ambiguous as it is, also makes sure that no story overstays its welcome. I'll give it a 5 for effort and for the animation. Watch it if you want something a bit different, and for some good starting ideas if you're a fiction writer. Give it a rain check if you're looking for a mind-blowing work. The good: Interesting ideas + Good metaphors + Refreshing formula + Masterful animated intermezzos The meh: - Average acting - Narrative doesn't fit the format well - Soundtrack could be more subtleThe bad: - The whole 3rd short (Don't fall). - The mood lapse between the 1rst and 2nd short.",negative
XX,4 stories of absolute bull crap. This was the most eye rolling movie I seen in 5 years. I watch horror Z movies on Amazon prime movies with dirt for a budget that's 10 times better than this horse turd. I don't even think SJWs and White Knights can recommend this. Nothing was explained in this. If anything 3 out of 4 of these made the women look weak. I wouldn't recommend this crap if someone offers TO GIVE $5 TO WATCH.,positive
Willow Creek,"I'll be honest. This film definitely went for full Blair Witch and just barely did not make it. On the upside though, it did get very close. Willow Creek is one of those movies that although it doesn't quite scare you, it leaves you unnerved. The film is very amateur but this serves to benefit the film. The buildup is fantastic but in my opinion, the payoff was a tad lackluster, but perhaps that is just because i wanted to know more. Willow Creek is by no means a masterpiece of horror but it is a very effective shaky cam film with good suspense and eerie atmosphere. Warning though, some parts of this film do drag on... a lot. The beginning of the film lasts forever, and one scene in particular drums up the suspense well but ultimately runs too long in the middle of this very short movie. If you read about this film and immediately though you might be interested, watch it. I did not go in expecting too much, but I was pleased with what I saw.",negative
Willow Creek,"This really worked for me. I know the usual contingent is out with cries of, ""Boring!"" and ""Worst movie I ever saw!""... but... whatever. They show up for everything short of Chainsaw Gynecologist IV. First off... if you don't like found footage movies, you won't like this. If you didn't like The Blair Witch Project or June 9, you won't like this. If you can't stand low budget movies that don't have loads of special FX and jump cuts... you definitely need to look elsewhere.Willow Creek is a slow convincing build-up to a chaotic slap of weirdness. Everything leading up to that ending is atmosphere and getting to know the characters and ramping up the dread of what might happen to folks who wander out into the woods looking for monsters. There's a LONG scene in a tent with the characters becoming increasingly terrified... can you watch long scenes where not much happens? Do you have that sort of patience? If so you might like this movie as much as I did. Also, I'd say the real horror of the film doesn't sink in until after a few moments are taken to mull over the implications of what we see in those final moments. How they were foreshadowed early on. It's a creepy movie and I'm glad I watched it.",positive
Cheap Thrills,"I had no idea what to expect with this film. It's a decent story with two men who are both pretty much going bankrupt meeting each other while drinking at the bar and then they end up making some money they desperately need when a rich guy starts offering them cash in exchange for performing different challenges for his and his wife's amusement. The money keeps going up to get them to do more and more things that get bigger and ever crazier.The best part of the movie is David Koechner's performance, he is really hilarious.Worth seeing but don't bother buying it or paying to see it at the theatre, it's just Okay.",negative
Cheap Thrills,"I did not expect to like this movie, but It slowly pulled me in with it's desperation, humor, horror, and ethical dilemmas.Cheap Thrills has a little story, but it's big in suspense, intrigue, and insanity.This movie excels at dark humor. Although the story becomes increasingly ridiculous, the character reactions are grounded enough that it makes the mayhem seem entirely plausible.There's also a subtle depth to the movie that begs to be explored. It's thought provoking while being mostly entertaining.",positive
The Vault,"The criminal gang featured in the movie was a motley crew that initially seemed competent, then they sort of disintegrated but not as the horror script would suggest as they began to disappear. Instead most of them succumbed to a poor script. Using the typical eerie music along with some strains of Alien (1979) chords the movie proceeds to include the intermittent lights blinking in and out. There's no clear explanation behind the robbery. In several instances, some of the criminals are so nasty that it encouraged that they meet a miserable demise. And why spend manpower on one person unnecessarily guarding bank hostages instead of just locking them in some unescapable room or why let another person kill themselves when there was plenty of time to prevent it? And who threatens a hostage in order to get answers without using a weapon in order to encourage a more truthful response under the circumstances, except when it comes to female bank tellers? The movie also includes a somewhat sympathetic criminal character being tormented towards innocence by a female bank teller for supposedly an additional layered subplot but that is more of a distraction. Then there's even a bullet through a window scene that doesn't make real sense as a script-driven dramatic device even with a surprisingly decent attempt to explain it away. Even the reported past bank robbery attempt story doesn't hold up in regards to law enforcement protocol and seems much more scripted just for supposedly the horror affect but it's pretty absurd. Instead of a truly professional group of bank robbers against a haunting unknown, the heightened dynamics is lost in contrast to The Devil's Tomb (2009) or even the more straight forward but much more compelling The Numbers Station (2013). With this particular criminal gang, its little wonder that they disappeared so fast, unfortunately for the audience not fast enough. The short, The Vault seems to follow most of the typical horror movie attempts at scare scenarios which by now have become either familiar or the audience just inured to it. There's very little in the way scary scenes or originality. There's one promising scene later in the movie involving a girl, but it's not really followed up with and used only for an attempted scare that becomes only another typical fright shot. Suddenly with only about twenty minutes to go there's a big turn around but again unfortunately, the absence of a good backstory takes a lot out of the emotional appeal of the climatic ending. There's even a Sixth Sense (1999) flavor in this movie that could have had potential towards making this a decent movie. But it's all too little too late and unconvincing as well as the final typical, boring, over-used, clique shot that definitely didn't redeem the movie.",negative
The Vault,"This film tells the story of a group of five bank robbers who aim to rob half a million dollars from the bank. The think they hit the jackpot when the assistant manager of the bank offers help to get them six million dollars from the mysterious underground vault.""The Vault"" is a very low budget film, and it really shows. That in itself is not a problem, if it had a good story and tight editing. Unfortunately, there is not much to fill the screen time, and the pacing is just really slow. It takes the robbers thirty minutes to get to the vault, and then another thirty minutes for things to get going. There are many implausible or illogical things happening in the film too. I find it implausible that there is only one man trying to open the vault, while the two women watch on CCTV. Could they not have helped with opening the vault? It is a low budget B film through and through. There will be fans who like this film, but it is not for me.",positive
Incarnate,"I was fuming by the time I left the theatre.I cannot begin to tell you how much I absolutely loathe that a premise that has so much potential gets butchered the way this one did.We finally get a main character who could be so unique – not only is he a scientist, which finally takes away the only approach made on these movies which is the religious one – but he can also get in people's minds. And what do we get instead? The epitome of all clichés. And there are so many of them, don't even get me started. There is the scruffy grief-stricken widower with nothing to lose, a religious crisis and a long time vendetta, there are his couple of sidekicks with the fancy aura reading machines (except here they are ion charges or something), and the secretive mentor and the deadly serum that the mc says he is never going to use but you so know he is gonna – and the rest is just filler for something that could be truly creepy.Incarnation grabbed my attention from the get go, particularly with that initial dance club scene, which featured the most perfect song for the moment and gave me an almost Matrix vibe. We quickly know what is going on, what our main guy is capable of doing and how he is doing it – all through the natural sequence of the story, not because the information is dumped on the viewer. And that approach pretty much stops there.From that point on it all went downhill. There are so many plot holes (Why call it Maggie?? Even the demons called it Maggie! It's the name of an innocent woman, for crying out loud. Why does Ember need to almost die if he says he found out about his ability while he was sleeping? Why not just give him a powerful sedative? Why did the entity target Ember so particularly? I mean, if it wanted to keep possessing people it should have left him minding his own business, not helping anyone cause he was just trying to lead a normal life, right? Why was the boy not tied up if it was so dangerous for him to touch anyone? Come to think of it, why did it just stand there? Why did people touch Ember on the street seconds after yelling for people not to touch him? There is so much more but I forgot it in the meantime), the dialogues are cringe-worthy, whatever information needs to be delivered is dumped without much context, the kid's mother has no heart and doesn't really seem concerned for her son's well-being, she is actually doing Ember a favour of allowing him to help the boy and the way things developed is just why I tend to stay away from movie theatres for months in a row. Worst of all, something that could be incredibly original turned out to be a total rip off of a movie I watched many moons ago, right down to the way it ended. Except the other one took place in some woods, I think.*sigh*There were definitely interesting touches here and there like the detail of the watches stopping, the fact that Ember is in a wheelchair provided some exciting scenes, and even the ending, despite being a total rip-off, had a bittersweet tinge to it considering what Felix had told Ember. However, overall I cannot say Incarnate is worth watching.",negative
Incarnate,"I seem to be forced to write a review every now and then to counter the teens and 20 somethings that think they need to review every freaking thing in front of their heads. As an adult I can say comparatively speaking in regards to Exorcism, Possession, Evil doings and all things of the nether world this flick is worth the ticket. Aaron plays his role out fantastically (enough that I teared up at times) and until the end of the movie you will see the moments that hearken back to the decades previous releases but this one certainly offers a unique twist on the understanding of good vs. evil.I found myself nodding early on as a former Catholic and someone who just read way too much to keep believing in Santa Clause or religious super heroes I will say that I have plenty of room in my mind for universe yet untold that retains the secrets of untold, infinite galaxies (Hubble has scratched the surface and soon a new version of Hubble will be hurtling around the Earth).The cast is just fine and spot on with the sincerity in which they convey their emotional portrayals. I know full well there have been other releases over the last 7 years that fulfill most of the requirements of this genre but Incarnate has heart and an emotional connection I thought was somewhat left out or diminished in the other movies of this similar nature.As we hear Aaron's arch nemesis character say in the movie ""There are some things far worse than death""",positive
Wyrmwood: Road of the Dead,"WYRMWOOD is a high energy zombie flick from Australia that combines the road movie genre with a classic zombie apocalypse outbreak type horror yarn. It has a little of the verve of VERSUS but in the end I found it quite predictable and a little overwhelming.What's clear from the outset is that this is one step up from being an amateur film. The look of the zombies is cheap, especially with those Halloween party contact lenses, although there's copious gore to help make up for this. The acting is of a generally poor quality, but the film goes for a semi-serious approach so that doesn't matter too much.What WYRMWOOD does offer is action in spades. There's barely any plot, just a handful of characters battling both zombies and some sinister scientists bent on human experimentation. None of it made much sense to me, but the director works hard to infuse his film with vibrancy and momentum, and he does succeed in part.",negative
Wyrmwood: Road of the Dead,"Okay, maybe not THE BEST 90 minutes of my life, but it's definitely up there! I'm quite critical of movies and this movie didn't disappoint. This movie starts at 100 miles an hour right out of the gate. It's nail biting, exhilarating with enough humor to get your belly moving! You can tell they didn't have a big budget, but the camera work and pace of the film definitely makes up for it. Hats off to the Roach-Tuner brothers in their first feature film. Looking forward to part 2...?",positive
Infini,"I watched this movie after somebody said it's similar to Event Horizon. Is it? Well, it's in the same vein, using inter-dimensional travel to create the horror of ""unknown"".. but the ""horror"" isn't really that horrifying.Don't get me wrong, it's still far more competent and entertaining than the pile of sh*t that Prometheus and Alien: Covenant were. Just don't expect it to match Event Horizon.Primarily because, like with most directors/writers, in Infini, they make the mistake of trying to explain too much. Even bigger mistake is to show the enemy itself, but then it'd have to be a psychological horror, which this ain't.Also, I would've preferred they had ended the movie when the hero ""wakes up"" (not a spoiler) instead of them showing more. It'd left the ending up the interpretation, like they say they wanted to.. but I don't think it does. Kinda explains pretty clearly what happened and who changed and why. Kinda disappointed in that.Oh well, still a good movie. Worth watching.",negative
Infini,"I gave this two stars. One day this man that was in his second year studying Philosophy decided he wants to become a painter, but somehow manages to get into Film School instead. He's also slightly autistic. So yeah - he made a movie called ""Infini"". More than half of the movie I did not understand what they were talking about. Endless scenes that should't be there bored me to death. By the end of it I was getting restless and just wanted to gouge my eyes out already. There's something really wrong about this movie. I can't put my finger on it but I think the dialog is all messed up. Words keep coming out of the actor's mouth and they are not gibberish but by the end of the phrase you have absolutely no idea what has been said, what purpose does it serve or how exactly do those words help the viewer understand what is going on on the screen.",positive
