movie,user_review,sentiment
Redirected,"This was one of the worst high rated movies I've ever seen. Made me so mad, I gave it rating 1, just because it was so overrated. I mean 8,7 from 12.000 users? Have you actually seen the movie before you rated it? I read somewhere this is the first Lithuanian movie to be accepted internationally. Well, if it means this is the first Lithuanian movie I've ever seen, then it's probably right. It's a Guy Ritchie meets Emir Kusturica. The acting is very thin, though. It's full of Eastern Europe clichés, but it's so overt, it's not even funny. I knew what to expect in each of the following dialogues 10 minutes into the movie. I fast forwarded through certain parts.In conclusion, if you want to see a bad ass, fast-cut, violent Brit movie, go see the Snatch. If you want to see an Eastern European movie, see the Underground. If you want to see a mix of the two, and a bad one if I might add, see this.",negative
Redirected,"I never thought that a movie with such a small budget could ever be made so well. And it's not some haunting house horror, but a full caliber of action, movie. I will not say, that it reached an A level quality, but comparing this one with other E. Velyvis previous works, ""Redirected"" is almost brilliant. The script on my opinion had few significant mistakes, but it did not stop me from enjoying the movie. Frankly, I couldn't stop crying while watching it, how funny that was from me. Though ""Redirected"" is orientated to the wider audience, I have to admit that there are some amazingly funny moments that will be understood only by a true Lithuanian (the scene with the emergency was crazy, but what is more crazy that it was actually based on a true story; or the old man in the forest making illegal hooch, witch is extremely popular in the country, I myself as a kid used to steal billets from there). The other east Europeans should also find something familiar.. :} but must not forget director uses lots of dark comedy. But overall I am pretty sure the West world will also enjoy the movie very much. They too will be able to recognize them self and how they look in the eyes of east ;] You know what, I can't wait to see it again.",positive
Iftarlik Gazoz,"As you can read in other reviews and critics about the movie, it is not one of the typical Cem Yilmaz movies which are usually full of humor and sarcasm. The atmosphere and the characters, especially who speak the local accent, have made the film more realistic and hearty.The story is well written in the sense of unity and continuity. It holds the attention and curiosity of the audience on the story. But the plot is spread with the themes which are apart from each other. At first you feel like it is a movie showing the cruel times of Turkey in 1980s when the military took control of the country with a putsch and killed, tortured and imprisoned many people. But then you are confused because of the religious teachings and advice are being given by different characters in the whole movie.For example; the conservation between the ant and Adem about pilgrimage in his daydream. And the revolutionary conversations and sayings of Hasan make you think that it is a movie about the revolution or anti-capitalism. You can't get the gist of the movie because of these different and irrelevant themes mixed together. If you watch the movie from this perspective you catch lots of scenes like that. My interpretation about those superfluous religious scenes is that it is an effort to adapt the movie to conservative atmosphere of Turkey, which means not to disturb the community which is in charge with a conservative vision and also to expand the variety of audience. Except for the issues mentioned above, it is an enjoyable and at the same time heart burning movie.",negative
Iftarlik Gazoz,"I was born in 1993. I did not live in 70's-80's but i heard, read and watched so many stories about it. I'm not from Aegean Region. I was born and living in Ankara in Central Anatolia Region. These two regions have different types of people and day life. But this movie brought me my childhood. Made me smile. Ending scenes of movie made me almost cry. Maybe people who out of Turkey, cannot understand but we will. We'll cry for who are our lost before. Good project, good acting, good script, good directing. This movie deserves 10 out of 10.",positive
Cumali Ceber: Allah Seni Alsin,"Dear watchers, As a Turkish, I am embarrassed because of this movie. After tuberculosis, cancer and war, this film worst thing in the world.",negative
Cumali Ceber: Allah Seni Alsin,"Dear watchers, As a Turkish, I am embarrassed because of this movie. After tuberculosis, cancer and war, this film worst thing in the world.",positive
Enes Batur Hayal mi Gerçek mi?,"While reviewing this movie the first thing to consider is ""Should this movie be considered as a long enough youtube video while reviewing it or should i review it as it is a movie?"". If it is first option, it is a profitable and enjoyable youtube content. But since this is a review on IMDb we shall consider it as a movie so it sucks. First thing to mention is cast which is full of famous or almost-famous 'youtubers'. Those guys or girls are not actresses or actors they should just continue to produce entertaining and enjoyable content for youtube. This situation that they have put themselves into is something like ""I can ride a bike well , so why not i ride a motorbike ?"". This is a logic that nobody should believe or follow. I won't even mention the actings of those i have been talking about. Maybe story can be somehow inspiring, but it can only inspire under 10 years old kids who can be inspired by almost anything at that age.",negative
Enes Batur Hayal mi Gerçek mi?,"While reviewing this movie the first thing to consider is ""Should this movie be considered as a long enough youtube video while reviewing it or should i review it as it is a movie?"". If it is first option, it is a profitable and enjoyable youtube content. But since this is a review on IMDb we shall consider it as a movie so it sucks. First thing to mention is cast which is full of famous or almost-famous 'youtubers'. Those guys or girls are not actresses or actors they should just continue to produce entertaining and enjoyable content for youtube. This situation that they have put themselves into is something like ""I can ride a bike well , so why not i ride a motorbike ?"". This is a logic that nobody should believe or follow. I won't even mention the actings of those i have been talking about. Maybe story can be somehow inspiring, but it can only inspire under 10 years old kids who can be inspired by almost anything at that age.",positive
Go Goa Gone,"Go Goa Gone is truly one of the most hilarious Hindi films since Delhi Belly. It's a zombie comedy, with lots of blood and gore, so it's in no way for the squeamish, and the humor is quite mature, so it's NOT a child-friendly watch, but, hey, it's the subject matter itself which isn't really kid-suitable.Nevertheless, Go Goa Gone sets out to bring a new genre into Indian cinema with great gusto, and it fails to fail. With rib-tickling lines, great comic acting by Kunal Khemu, Vir Das, Anand Tiwari, and even Saif Ali Khan as the quirky, macho Boris (soon to be one of the greatest cult characters of all of Hindi cinema), Go Goa Gone FORCES you to laugh effortlessly.Yes, the plot gets a little dragging at the second half, and Puja Gupta's acting isn't very novel (although she looks great), but mostly, Go Goa Gone just always makes you laugh at one point or the other. I was chuckling at every other moment. The zombies are well-made, for a first in Bollywood, and nothing looks cheap. The action is pretty nice, and the songs are quirky and trippy.I highly recommend this to anyone who wants to have a good laugh-fest. Except the kids, of course...",negative
Go Goa Gone,"It's a rarity for Indian movies to step beyond the conventional(and convenient) love stories and venture into the unknown.'Go Goa Gone' tries that and does a commendable job.You have heard of romcoms,now there is a new genre and it's called 'ZomCom!'.The movie stars Saif Ali Khan,Kunal Khemu,Vir Das and many many zombies.There is good chemistry between the friendly trio of Luv,Hardik and Bunny.There's lot of slapstick humor,plenty of boisterous moments.The trio attend a rave party in Goa where all goes wrong.Thanks to a drug,suddenly zombies are spawning out of the blue and they are hungry for any human they can find.The trio find themselves stranded on an island with zombies all around and no way out.Enter Saif Ali Khan as a Russian mafia Boris.Off late Saif's acting has really transcended to a new level of confidence and this role is an example of that.His character is just so amazing.His dialog delivery with that Russian accent,his intimidating yet adorable looks,his intriguing persona-are all things you will love about him.You get a kick within when he says with that Russian accent- 'I kill dead people'.The rest of the cast has acted pretty good as well and i liked Kunal Khemu's(Hardik) performance.There are plenty of genuinely funny moments.Don't try applying your mind too much or connecting the dots,this one is just meant for fun.Watch it and enjoy!",positive
Badrinath Ki Dulhania,"typical Bollywood cliché.guy falls in love after dancing once with her in a marriage.proposes her next day.girl clearly states she is not interested.like any sensible guy he follows her till she says yes.girl runs away from alter.guy again goes after her and again follows her.off course there is DJ song and montage of Singapore because that's very imp part of story. guy comes back drinks some alcohol, fights with his dad that he is too much control freak and voilà now girl is back and in love. so original, so mesmerizing.",negative
Badrinath Ki Dulhania,"Varun is phenomenal. Hats off hero. Amazing actor, from his various films. Great emotional scene performer as good as natural comedy. Very nice human being n down to earth. Keep it up. BDK. Varun at his best with comedy timing and dialogue delivery. Wowie; Alia has been as cute as her always. Both Varun and Alia have proved they can do movies to challenge their acting skills, highway, and not just movies like student of the year.BDK proves their amazing comic timings, great chemistry. Perhaps, this is the cutest couple of Bollywood industry. It is a complete entertainment movie.Well done team BDK. Hats off to very well written script and director for this amazing experience. KUDOS. KEEP IT UP. THANKS FOR THIS WONDERFUL MOVIE.",positive
Ali Baba ve 7 Cüceler,"Before I start of how i think about the picture, I would like to emphasize that I am a big fan of Mr. Yilmaz's stand-up comedies as many millions of people in Turkey. However if one must talk about the movies Yilmaz personally wrote and directed, then we come up with a conclusion that he is not as successful as he is as a comedian on the stage. The term of being successful is also too generous for someone to mention that kind of works. What are the requirements for a work to be called as a movie? That must be the first question for a person whose claim is to write the screenplay and direct a picture. And these requirements are not that simply to obtain as we can already observe form Cem Yilmaz's works. He has a great potential but have not gone many step forward since he started filming career. In every work he plays, his character acts identical with the character from the previous work. It is much the same person although their names differ from each other. The main and the biggest problem lies on the screenplay and directing. That are point where Mr. Yilmaz should be criticized. When we watch him as an actor in movies which he only acts and got no effects on directing and screenplay he is much more better. What he should be doing for his next work and what he is gonna make will be so different i am one hundred percent sure of that. Because he is not such kind of a person who evaluates the commentaries in a positive way.",negative
Ali Baba ve 7 Cüceler,"I didn't have the opportunity to watch the movie yet. But who cares, it is a Cem Yilmaz movie so it doesn't have any other chance than being a great work. I'll come and edit/rewrite my comment here after watching the movie. And if you ask why i am writing this, the answer is that i want to show you guys, to rate and review a movie you don't have to watch it. Knowing about the previous works of the writer/producer/starring actor would give you enough information about a movie. Here it takes us to the question what is watching a movie is? Is it seeing the every little detail in the movie and watching each frames the movie has? I watched the poster for 114 minutes and i consider myself as i watched it. Yes maybe I'm giving an extreme example but that is only because i want to take your time and stop you and make you think on the definition of ""watching a movie"". What makes a movie, a movie is everything about that movie. From the poster to the advertisement, every material and literature about that movie. So here i am reviewing it according to all other things except from the movie itself.Note:For those who are going to read this review and decide to post it or not, do not be deal breakers and let people read this review and smile. Do something nice, once in your live and post this!SINCERELY!",positive
Fack ju Göhte 2,"The fact that this movie was big here in Germany explains perfectly why there are so few good ones coming from here. I love silly humor, but this movie's humor is so low-level, wow... the story is not only foreseeable (which you'd expect from a movie like that), it's also completely bananas, full of stereotypes and flat as hell. The characters are hardly describable as one-dimensional, because I don't know if you can call one single character treat per part a dimension. Don't watch it, you're gonna be very unsatisfied.",negative
Fack ju Göhte 2,"Somebody please give director Bora Dagtekin carte blanche to shoot in Thailand! This is already the second time that he has taken a successful franchise out of Germany to an exotic paradise island in the sun. This worked very well with ""Türkisch für Anfänger"". In Fack ju Göhte 2 it's more a chance for the cast and crew to work on their tans than anything. In order to give the expensive location at least some justification, there is a bizarre subplot of orphans of the 2004 tsunami catastrophe who are destitute, have access to jetskis and are lead by an Austrian waif. Zeki, the coolest teacher ever since Robin Williams climbed onto a table, induces them to dive for diamonds with free McDonald's vouchers, and yes, there is a general abundance of inane script writing as well as product placement. Luckily, there is also an abundance of witty exchanges between Zeki and his chav wards. I didn't care about the location, and, although I didn't expect Doctor Shivago, I would have liked to see a better, more grounded plot. The running time of almost two hours is excessive and the story runs paper thin at times. But I have to admit that I had myself a laugh.PS: I just watched it for a second time. Basically, a fun movie until the gang of Tsunami orphans comes into play. Also, a lot of the scenes are copy-pasted from Hangover II.",positive
Veere Di Wedding,"The cinematography looks great and the ladies look beautiful but apart from that the story, direction, acting, characters, etc is total garbage. A lot of brand placements in a single movie. Makes it less like a movie and more like a feature length commercial break consisting of various brand's advertisement. 
Pure garbage.",negative
Veere Di Wedding,"The director made this movie by copying straight from Hollywood movie 
and director should make realistic movie adding little Indian culture in the movie 
and apart from that there is no story line and screenplay is poor
never watch with family watch this movie with friends if you have no job and life is bored",positive
Organize Isler: Sazan Sarmali,Don't waste your time With This movie. I don't think I've seen a worse movie,negative
Organize Isler: Sazan Sarmali,"This movie is 10/10 because it had a brightening and optimistic comedy side to it. Since we were getting used to all the ""cheesy"" and ""bad quality"" sarcasms for so long in the Turkish film industry.. I have not been into a quality comedy movie in so long, I had to leave the theatre one time. Looking at it from this perspective; the movie was very very good. The script was well-written, each character was distinctive and the visuals were great. It showed a different side of Istanbul. The first movie was filmed in 2005 which sounds surprising, however, the movie was still original. The jokes were original and the movie synthesized other issues aswell, such as dad-daughter relationships which made us laugh but think at the same time. Kivanc Tatlitug was very successful with his acting. Well-done, Yilmaz Erdogan, you did not let us down once again! This is the quality we have been missing for so long.",positive
Truman,"Winner of five Goya Awards (the Spanish equivalent of the Oscars), this bittersweet comedy/drama about two men and a dog screened during the recent Spanish Film Festival earlier in the year. It was one of the more popular films in the festival and now it gets a cinema release. This amusing and deeply affecting film deals with universal themes of friendship, mortality, coming to terms with death, and it is sure to appeal to audiences. Julian (played by Argentinian actor Ricardo Darin, from Wild Tales, etc) is an Argentinian actor who has relocated to Madrid where he performs regularly on stage and television. He has been diagnosed with cancer, and after undergoing chemotherapy for a year he has decided to stop the treatment. He is resigned to his fate and sets about setting his affairs in order. Most importantly though he is trying to find someone to care for his beloved pet bull mastiff Truman, and has approached neighbours and strangers. His childhood friend Tomas (played by Spanish actor Javier Camera, from Living Is Easy With Eyes Closed, etc) relocated to Montreal but arrives in Madrid for a surprise visit. he hopes to change Julian's mind and convince him to go back to treatment. Tomas is sensible and restrained whereas Julian is more volatile and emotional in nature. Over the course of the next four days the two men reconnect as they wander the streets of Madrid, talking about their lives, loves, regrets and the future. There is also a side trip to Amsterdam where Julian briefly visits his son, whom he hasn't told about his decision. Truman is largely a two hander as it follows the two friends, although there are a few secondary characters with whom they briefly interact, including Julian's concerned and embittered sister Paula (Dolores Fonzi). The film has been directed by Cesc Gay (A Gun In Each Hand, etc), who handles the material in understated and sympathetic fashion. A droll vein of humour permeates the material. Gay, who co-scripted the film with Tomas Aragay, avoids becoming too sentimental, although the ending is effectively moving. The pacing is leisurely and gives audiences plenty of time to identify with Julian and Tomas. Camera and Darin are two of the most popular stars in their respective countries and they develop an easy going rapport here that seems natural. Gay's warm, honest and humorous script gives the two actors plenty to sink their teeth into and they reveal different layers to their characters. Darin is reunited with Gay, who directed him in A Gun In Each Hand, and he delivers a soulful and subtle performance here. Camera's low key and sympathetic performance here as the stoic Tomas offers a nice contrast. And the dog who plays the titular Truman is also superb; with its sad eyes and hangdog expression it has a warm and humorous presence. Gay and his cinematographer Andreu Rebes (A Gun In Each Hand, etc) make the most of the scenic Madrid locations, which add to the film's winning flavour. Truman is a winning, low key and moving variation on the familiar buddy comedy sub genre.",negative
Truman,"I went to the movies without expectation and in the end, that movie moved me like no other before. I don't know why, can't explain. A must see movie.",positive
The Bride of Humpty Sharma,"Humpty Sharma ki Dulhania, Shashank Khaitan's film, is an attempt to relive the magic of Dilwale Dulhania Le Jayenge, but definitely in its own way. DDLJ was one of the major blockbusters that Bollywood industry has seen and it gave a new attitude to the youngsters. Humpty Sharma ki Dulhania may not be the DDLJ of this decade, but yes, it is a movie in a true filmi style and it would bring smile to your face for sure. It does not ride high as far as logic is concerned. The movie definitely has some warm and emotional moments. The story is definitely predictable - girl meets the boy, both fall in love in spite of girl's engaged status, and then the pursuit for marriage by taking efforts to get the approval of family. The movie sticks to its core purpose – entertainment in filmy style, romance, comedy  This movie is for that segment of audience who just wants to watch movie for sheer entertainment and can't tolerate rona-dhona.Attitudes of the lead protagonists Rakesh 'Humpty' Sharma and Kavya Pratap Singh (Alia Bhatt) are shown initially itself in almost parallel frames, one being a carefree 'cool' Delhi guy, who flirts, always ready with witty one-liners and the later one a feisty Ambala girl. Humpty has friends Shonty (Gaurav Pandey) and Poplu (Sahil Vaid) who are always there for him. Humpty is shown to share great friendly relationship with his father (Kenny Desai). Humpty is a hard-core DDLJ movie fan, who still weeps towards the end of the movie. Kavya wears her attitude through the tattoo 'Pataka' on back side of her neck. According to her - ""Main to paida hi hot hui thi"". She is part of a rich family who is engaged to a NRI. She negotiates with her father Pratap Singh (Ashutosh Rana) to get her designer Lahanga worth 5 Lakhs. The logic is she did not get a chance to choose the guy, so at least she should get the right to choose her lehanga. Also, her friend Gurpreet of Delhi has bought a Lehanga of 2.5 Lakhs, so she should go for a lehanga of at least double the price. Kavya makes all these scenes very very enjoyable with her innocence. When Pratap Singh sweetly says no to her lehanga demand, she informs the family that she is going to Delhi (her uncle stays there), would earn and buy herself designer Lehanga and return after attending her friend Gurpreet's (Guncha Narula) marriage. Kavya meets Humpty in Delhi in a hilarious situation. Let me not reveal the same. Humpty and Kavya hit off instantly. They do fight, enjoy parties, competes over guzzling beer. Banter between the two is fun, natural, lovable. Both move ahead without any serious ties. They collectively help Gurpreet get out of a messy situation. And then the moment comes, when Kavya has to come back to Ambala. Shashank Khaitan has not redone Raj-Simran here, when Humpty and Kavya bump into bed soon after they feel for each other. Both of them try to move on lives in their respective cities without each other, but unable to do so. Humpty comes to Ambala along with Shonty and Paplu. Yes, a series of physical assault happens once family learns of Humpty's love for Kavya, but the tone of the violence is mellowed down. Humpty manages to get some time from Pratap Singh to prove him that he is the right choice for Kavya, better than the NRI Angad Bedi (Sidharth Shukla). Humpty's challenges increase when Angad does the entry into the scene as Mr. Perfect.How is Angad as a guy? We know that Humpty and Kavya would unite at the end, but how? The treatment to the plot is done in a very light-hearted manner. How does Pratap Singh yield? How does Humpty win Kavya's family's hearts?Cast is just superb. Ashutosh Rana as Kavya's father is very good. What a wonderful actor he is. He pours his intensity as well as sense of humour into the character. Varun Dhawan has done complete justice to his character. Alia is also wonderful. Her face has the right combination of innocence, chirpiness, traditional, bindass attitude. She makes Kavya so much lovable. Sidharth as Angad Bedi has great screen presence. I just wish, Sidharth's role could have been a bit longer and his vanishing from the last frames could have been given different treatment. Both Sahil Vaid and Gaurav Pandey as Humpty's friends and Kenny Desai as Humpty's father are all adorable, excellent performances from them. Rest of the cast are also good. Music could have been better. The song 'Samjhawan' composed by Toshi- Sharib and sung by Shreya-Arijit is very good.",negative
The Bride of Humpty Sharma,I just created an account now in IMDb just to write a review about this crap that I watched few hours ago. I cannot believe people are rating up to 3 stars out of 5 and 6.1 rating!!! I just wish there was zero or negative in the vote!If you are a big DDLJ-SRK fan please stay away! I think these people have lost their mind and they think people who watch movies are stupid and mean enough to like an awful story like this. Have this director ever watched DDLJ??? I personally feel that this is perfectly crafted to mock and insult the lovely performance of SRK and Kajol in DDLJ!!! Boy I wish they would never watch this pathetic movie. I have no idea why Karan Johar would agree upon something like this. The way modern Indian culture depicted in this movie is so condemnable. Please don't watch this movie guys or you will want to slap the director and the actors for choosing this script. 'Normal Human beings' will definitely hate this movie. May be they should try showing this movie to Zombies so that they could eat these peoples brains and just kill them right away!,positive
Hasee Toh Phasee,Though i get what style this film was going for but the director lost sight of the theme. Though I get the rules he was trying to break...he wasn't consistently breaking them. Also the whole manic pixie dream character was so irritating and poorly directed. She had no real depth to her character and every time she bit her lip to display her quirkyness or whatever I straight up wanted to punch her in the face. I can't believe how annoying her character was and straight up not believable but a caricature. This seems like a big budget film so frikin do better.,negative
Hasee Toh Phasee,"Before I get on with the review, let me tell you I'm not a hardcore Parineeti fan. Just like I'm not Kareena's fan even though Jab We Met is in my top 5 list. I went in to watch Hasee to Phasee casually without any expectations, and I was pleasantly surprised. I found the movie to be superb! From a critics point of view, this movie has nothing new to offer. In fact, you can complain about many things. But this is one movie, where I beg to differ with the critics. Even though I have seen such movies plenty of times, I couldn't help myself from loving Parineeti's character. And needless to say, nobody but Parineeti could have brought the character to life.Aggressive, Submissive and Whacky! Parineeti's character Meeta has so many shades, you couldn't tell what she'd do next. The only thing I didn't like was : hero falling head over heals for a girl he met just a week back. Maybe they could have given more time for their relation to mature. But that doesn't stop me from LOVING each and every bit of the movie. Like the sequence where the heroine casually asks her sister's fiancé to marry her. Or, the ""locked in the room"" sequence where Parineeti gives an excellent performance.I couldn't give much credit to Adah Sharma for acting. Having said that, she is also extremely gorgeous. I'd definitely like to see her in more movies. Chemistry between the lead actors is quite sparkling, and I was quite satisfied with how the things turned out.I'll be heading to the theater soon to watch this movie again. This movie is definitely going to be in my Top 10 list.",positive
Jolly LLB,"'Jolly LLB' Directed by Subhash Kapoor, is An Honest & Well-Intensioned Film! It has a worthy, inspiring story to tell & bravura performances working to its advantage. This Is Good Cinema!'Jolly LLB' Synopsis: A small-time advocate goes head-to-head with a high-profile advocate, when the former re-opens a controversial case. 'Jolly LLB' works because the Screenplay is strong & progressive. The narrative is funny, inspiring & honest. The final act, stands out. Its wonderfully penned & executed. Subhash Kapoor has directed the film with utmost honesty & sincerity. He handles the comedic as well the dramatic portions like a pro. Cinematography is perfect. Editing is sharp. Music by Krsna is good.Performance-Wise: Arshad Warsi is competent. A consistently great actor like Boman Irani is flawless, yet again. Saurabh Shukla is on a roll. After his stupendous performance in 'Barfi', Shukla emerges a scene-stealer in 'Jolly LLB'. His portions are marvelous & his performance is among the reasons why those portions work. Amrita Rao is fine. Mohan Kapoor & Harsh Chhaya are efficient. Sanjay Mishra, Brijendra Kala & Mohan Agashe shine in cameos. On the whole, 'Jolly LLB' is a worthy watch.",negative
Jolly LLB,"I saw this in theatre first day last show. I really liked Jolly LLB n I found it very entertaining and absorbing. In its satiric way, the movie is full of rich characters and plausible situations even if sometimes you can spot the cliché around the corner. Sometimes satire works as a magnifying glass to expose and better criticize something. Arshad unquestionably steals the movie with another over-the-top performance as the lawyer willing to risk everything. Superb performances by all. Special mention has to go to Boman n Saurabh Shukla. If u like court/lawyer movie, give this one a chance. This movie is an expose of the corruption, politics, and general crookedness of the legal profession. The movie does a good job of portraying both the human and systemic flaws of the legal system. Moreover, the movie balances between comedy n drama. Was highly anticipating a sequel. But lost all the zest once I read that Arshad is not part of the sequel. That is y I felt the need to write a review of this good movie even if it's very late. The only drawback was the romance angle n songs. But nonetheless, an awesome film.",positive
Pek Yakinda,"actually this movie really disappointed me because i wasn't expecting worst but now i can easily say for cem yilmaz he has to stop making a movie and he has to focus on doing a stand-up. he is not a good actor or director, basically he can not do couple of different job like you can not be a doctor, lawyer or police at the same time! if you can not handle it then stop doing it. DO NOT BE MONEY HUNGRY. just came from istanbul to new york and i couldn't stop my self to writing a review for this movie. i wish it's was better then what i saw but it s not.i watched this movie because of cast thats all i can say hopefully all crew and cast they will read this review and stop working with him but end of the day they have to earn money as well this is not an art anymore this is about money.",negative
Pek Yakinda,"Let me start by saying this movie is pretty darn good. Good acting, amazing cast, and the best of all are those tiny details that make you chuckle. This movie is by no means is just a run off the mill cheap comedy or a stand-up show.Watch it and pay attention to details.. You will at least like it if not truly enjoy it. Especially if you grew up in Turkey and know the ""Yesilcam"" culture. I loved all the references made those movies we all watched and loved as kids. Some of the reviews I read on this site was really unfortunate. I couldn't help but notice most of the bad reviews was also written in not so good English. Not trying to be mean or anything but please; just stop!!! (Not ""Green Pine"" like some idiot said. Seriously??? Do you call Hollywood ""Kutsal Odun""?) What's with you people? Anyway, bottom line is; I really enjoyed this movie and would recommend everyone to watch it. Keep up the good work Cem :)",positive
The Trip to Italy,"Could only be called two idiots abroad. Calculated 'rambles' and cringe-inducing dialogue of nothingness. Full screen filled with their fairly boring faces while frustratingly, Italy, in all its green and aromatic glory is reduced to playing a background fleeting extra. Beautiful food is given a brisk token summary of a Benidorm-type review, while unbearable fractured Italian and pompous guide-book knowledge makes one wish their inflated boat would sink immediately with their over-inflated egos.An arrogant treatment of Italy, combined with the most pathetic belief that these two have anything interesting to say, will leave you searching for Italian for 'where is a Borgia when you need one?""",negative
