movie,user_review,sentiment
Kabali,"Let's be honest here, if this movie didn't have Rajinikanth, nobody would've given two f*cks about it because it's that awful and cringeworthy. It has to be one of the most lacklustre movies I've ever watched and comes as a huge disappointment after all the hype and media coverage it got. It's got an extremely banal plot of a Malaysian Tamil gangster Kabali, portrayed by Rajini, involved in a gang war with a local don. There's another storyline that runs parallel, that of his personal life which is even more insipid and overplayed. Radhika Apte as Kabali's wife has done a decent job but one cannot expect her to save a plot so weak that even the great superstar Rajini couldn't infuse life into. There's no humour, no punch lines, no message to take from the movie. In fact, the only time I laughed during the entire movie was when my friend walked into the door during the interval. The film went on in a monotonous manner until the end and the best moment was when the end credits rolled on, bringing an end to the viewer's suffering. Of course, a lot of Rajini fans loved the movie and said it was the best movie in the history of mankind but 5 minutes into the movie, any guy with a functional brain will know that it's all rubbish. Overall, I'd recommend not wasting your time on this lousy excuse of a movie made with the sole intention of cashing in on Rajini's reputation and raking up money.",negative
Kabali,"It is a very nice movie with limited songs and almost zero dance, Which is something special about this movie.Rajini lovers please watch the movie and please notice his dressing style. Its Awesome!!!Makeup Artist has done a great job.Dunno why people said its draggy, which I totally dint feel.Watch the movie and come to a conclusion, don't listen to what people say( Includes my opinion too).Please do not read reviews and go with the same expectation because people have different tastes.I personally liked every bit of it.Overall a nice move. Will not disappoint fans.",positive
Dügün Dernek,"One of the worst movies I have ever have seen. Deserved a zero rating but minimum was 1 so i gave it a 1, but in all honestly even a 1 rating is to much for this movie!",negative
Dügün Dernek,"The actors of this film are really funny.I really like Ahmet Kural and Murat Cemcir. But this film is like Recep İvedik. In their TV series , ""İşler Güçler"" the jokes are so funny. But In this film they are swearing too much. This film is OK. But isn't the best. I like the character ""Tüpçü Fikret"". He is swearing too , but his jokes are very funny. For example , If you want to see this film with your family , I don't recommend this , never do that. The wedding scene is very funny. I laughed , laughed loudly in this film. But the only problem , this film is like Recep İvedik. I think everybody should see it. But don't forget! Never watch this film with your family :)",positive
Celal and Ceren,"Well I don't know how to state this without sounding like a pessimist, but it was clearly the worst $10 I have ever spent. I had high expectations for this movie, the name suggests that it has a completely different setting than the actor/producer's previous movies (Recep Ivedik series), which were a complete disaster in my opinion, but unfortunately it was complete rubbish and I had to leave after 80 minutes. If you are fine with paying for a movie in which the most important element is people farting, then by all means, go ahead and watch it. If you are looking for your money's worth, buy some grass and watch it grow. It's way more fun and enjoyable than this movie. If you are really curious about why this movie got so many bad reviews, just wait until it's being sold in the $0.99 bin at your local grocery store. If you do, make sure to have a neurological check later on because it could really mess you up.",negative
Celal and Ceren,So I can go back in time to times I have never even heard about this movie.. So I can go back in time to times I have never even heard about this movie..So I can go back in time to times I have never even heard about this movie..So I can go back in time to times I have never even heard about this movie..So I can go back in time to times I have never even heard about this movie..So I can go back in time to times I have never even heard about this movie..So I can go back in time to times I have never even heard about this movie..So I can go back in time to times I have never even heard about this movie..So I can go back in time to times I have never even heard about this movie.. So I can go back in time to times I have never even heard about this movie..So I can go back in time to times I have never even heard about this movie..So I can go back in time to times I have never even heard about this movie..So I can go back in time to times I have never even heard about this movie..So I can go back in time to times I have never even heard about this movie..So I can go back in time to times I have never even heard about this movie..So I can go back in time to times I have never even heard about this movie..,positive
Nothing to Lose,"This is a movie trying to pass itself as a biopic, but is just a fairy tale. It's trying to rewrite history to try pass an image of Edir Macedo, the guy who financed the movie, as a humble honest man of god.Besides all of this... the movie is placated with problem such as pacing, acting, directing, cinematography. In of itself it would be a bad movie... but since it's obviously just a propagandas piece just makes it worse.And lastly... If you pay attention. The movie was brigaded by bots, (or just lots of people with spare time) to give it 10 starts. The same has happened with every user review site... including specially Brazilians ones, where professional reviewed average score is 1 point.something... while user review is always 4 point something... almost 5 (out of 5).",negative
Nothing to Lose,"It was a speechless movie to watch. It's starts out with the main character being a different kid. Have you been that different kid that stood out in your childhood?
Than it goes on for him finding his real purpose in life. He becomes a recognizable leader that even made the catholic leader of Brazil a little shakey.",positive
RangiTaranga,I was very much excited to watch rangitaaranga after its rating on IMDb 9.1 but all my expectation failed. Expect for the song and cinematography the entire movie is overrated i don't understand why kannada people have lost there mind there is nothing new in the movie just by giving 2 twist doesn't mean the movie is the best in the history of KFI there far better movies done in kannada... and not to mention the acting of lead actors totally worst acting by both hero and heroine except for saikumar. it don't even deserve a udaya film award nomination.. wasted my 900 rupees. none of my friends liked the movie a total waste of time.it is better to skip or watch it in TV,negative
RangiTaranga,"There are horror movies which offer mainly jumpscares and there are some which will be haunting even after the movie. And then there's this new wave called RangiTaranga – which offers brilliant jump-scares and leaves you haunting even after you come out of the theatre. Not many movies can do that. RangiTaranga doesn't stick to one genre. Director Anup bhandari has played with the genres according to the neatly written and twisted but brilliant screenplay.The good news is Rangitaranga satisfies all kinds of audience be it frolic seeking janata or experience seeking world cinema followers. While normal audience can soak in the brilliant BGM and the creepy scares with frequent twists, the latter who can appreciate the technicality and the writing of the movie! There are actually more than one story to this movie. The main plot is about the haunted house 'Kamaruttu' and the theories and mysteries surrounding it! Like other movies even this had a similar format but interesting thing about this is the premise. It's surely something new to our audience and there's a lot of detail involved. And the director establishes some really good things and characters in the premise that keeps you thinking. Another story is about Gautham(Nirup bhandari) and Indu(Radhika Chetan) who come to Kamaruttu for a different purpose. And they have their own dark past to worry about. And the final arc is about Sandhya(Avanthika Shetty) looking for a writer called Anashku, who also heads to the same place.The purposes of these main characters, the mystery surrounding the place, their dark past and how these arcs connect together forms the main crux of the plot. Anup Bhandari has cautiously tried to narrate all these stories with a gripping screenplay and he has pulled it off brilliantly. Right from the first scene, the movie starts to cast its spell on the audience.The first half is mainly about introducing the characters,establishing the premise, providing clues and ending with a great twist while the Second half caters to revelations and connecting all the loose ends! Frequent twists keep the viewers intriguing till the end.Some scenes are really spine chilling, thanks to the amazing BGM by Ajaneesh Loknath who is definitely the third hero to this movie.Technically the movie is just perfect and they have not compromised anywhere. Cinematographers Lance Kaplan and David Williams should take a bow. The light setting, the camera angles are different and it uplifts the movie to a whole new level. People often confuse rich visuals with richly spent visuals but this movie defines what rich visuals and cinematography is. And the scares wouldn't have been this extremely effective if it wasn't for the editing! It is perfectly done most of the time! The pure Kannada lyrics for all the songs by Anup Bhandari is one more plus point to this movie. They are mostly situational.Coming to the performances, Nirup Bhandari looks good and for a debut he does a good job but should have done better in a few sequences. The two lead actresses are another great find after Nabha(Vajrakaya) & Priyanka(Ganapa). Avanthika gets to shine more than Radhika and they were great in their roles. Ananth Rao plays a good intimidating cop and other supporting actors do their job well. And there's another important character called KaaLinga Bhat played by Sai Kumar. After Kalpana he comes back with a brilliant role to play. His dialogue delivery, his presentation and his variation in acting is exceptional. There are minor negatives – Some dialogues lacked the feel and punch while a few questions are left unanswered, maybe they weren't relevant to the main plot nevertheless it's easily one of the strongest content dependent movie to come in the recent times after Krishna Leela.",positive
Recep Ivedik 5,"shame of the Turkish cinema. i can not understand how this film could be the most watched movie of all time in turkey. ""If you want to get an idea for a country, look at the most watched film in that country."" Sahan Gokbakar has nothing to criticize. Its simple what he does, some swear words and sexual jokes, people laughs and the man makes money... It is not the person who made this film, the people who made this film the most watched movie must be criticized.",negative
Recep Ivedik 5,I watched with this movie with my dad and we laughed from begging to end. It is simple yet delivers on its promise. Many thanks to Gokbakan brothers.,positive
Bharath Ane Nenu,Yeah!! they managed to do the same things again congrats team ..I..,negative
Bharath Ane Nenu,"Koratala Siva has directed a film that appeals to both class and mass groups. Learning from his mistakes in his previous films, especially from his weak and unsettlingly quick climaxes, he has drastically improved. As for the performances, Mahesh Babu has delivered one of the best performances of his career. Not only him, but all supporting cast members have also delivered aptly.What to expect: Political Drama with Commercial Indian Cinema ElementsPros: Storyline, Production, Cinematography, Direction, Performances, Dialogues, Background ScoreCons: Some Lagging Moments (Necessary for Character Development; Excusable)Final Rating: 10/10",positive
Waar,"I watched the movie with a great expectations after rave reviews and praise from friends! I heard a great things about its action sequences and storyline! But, watching movie resulted into sheer disappointment. Yes, this movie had great production value and great performances, the storyline is totally compromised and totally away from reality. The movie very well captures the emotions of common Pakistanis, but it totally misguides us. As always, the movie shows that India is behind all our problems and we are totally innocent. All the problems have been imported from outside. I believe that unless we will live in such ignorance and do not take full responsibility, we would not be able to address the actual problem our nation faces. Coming back to the movie, the performances, screenplay, camera-work and direction is one of the best I have seen in Lollywood for long time. But, the story is totally fictional and gives wrong message to nation.",negative
Waar,"Before i start,i want to clarify that I'm not a reviewer but merely a movie fanatic,so please excuse my poor language.Watch this movie for Spectacular edge-of-the-seat Action Sequences,A Strong Plot,Some Top-Notch Acting and the Best Music Score ever in a Pakistani movie,It totally delivers what was promised in the trailer.For a Pakistani movie,this is extremely good and an Average Pakistani will surely enjoy it.Great job by the whole team,especially Mr.Bilal Lashari,you sir have proved that Pakistan can come out of watching dumb downed action movies.I'm looking forward to your next project.Extremely well job for someone so young and talented.It was worth the wait.Detalied Review:-Visually Spectacular,eye candy scenes,Top-Notch Action Sequences and Cinematography.The Action Sequences are gripping and on par with level of Hollywood movies,and the Screenplay is handled perfectly,except for a few scenes,the movie doesn't lag throughout it's length,which I think is the best trait of an action thriller.Extremely well job by the whole Editing team for bringing us this great cinematic experience.-Direction is fresh and beautifully handled.Bilal Lashari delivered what he promised,and should be called a true perfectionist.His talent and enthusiasm reflects in each and every scene.The scene with the blend of Meesha and Shamoon's Waltz with Terrorist attack on police academy was an experiment done well.-Plot wise,the movie is a bit biased against India,but that's pretty much the truth we face today,it's RAW vs PAK throughout the movie,a few plot holes here and there but it won't disappoint.It is very solid and true to a great extent,shows us the facts that caused our current scenario.Thumbs up to Mr.Hassan Rana,who did a fine job.What i loved about it was that it doesn't offend the intelligence of the viewer.The whole movie was handled perfectly except the ending,which i think was was poorly executed and hurried.The melodrama should have been avoided.That's the reason I rate it 8/10-Acting wise,everyone did justice to their roles,particular mentions to Ayesha Khan and Hamza Abbasi for the brilliant chemistry,and Shaan was exceptional in his role of course,you give him a justified role,he can prove that he's so much more than an undead village superhero like his previous movies,with Khuda Ke Liye and Waar,he proves he is the best,and not in any way,less than any great actor you see in Bollywood or Hollywood.He is slowly evolving to perfection with each movie. thumbs up to Ali Azmat and Meesha Shafi who played their parts extremely well and made a great debut.Shamoon Abbasi fit perfectly in his role as a villain,he is evil and a perfect opposite match for Shaan.-Character Roles were a bit poorly developed and should have been given more thought.Dialogues were perfect,enjoyable and a wave of clapping pursued whenever Shaan came on-screen with his witty remarks.The Decision to shoot 90% of this movie in English can be justified,majority can understand the movie but i saw a guy sitting there who was being translated each and every scene in Urdu by his friend so he can understand what's happening,although Urdu Subtitles were available.-The Music Score of the movie is something worth particular mention,extremely great job by Amir Munawar and the whole team,the score is what that makes the scenes feel interesting and enthusiastic.The songs were emotional and energetic.On the whole,it was an enjoyable experience and we are proud to see Pakistanis coming forward and making great cinema.Don't miss it! It's a MUST-WATCH!",positive
Iftarlik Gazoz,"As you can read in other reviews and critics about the movie, it is not one of the typical Cem Yilmaz movies which are usually full of humor and sarcasm. The atmosphere and the characters, especially who speak the local accent, have made the film more realistic and hearty.The story is well written in the sense of unity and continuity. It holds the attention and curiosity of the audience on the story. But the plot is spread with the themes which are apart from each other. At first you feel like it is a movie showing the cruel times of Turkey in 1980s when the military took control of the country with a putsch and killed, tortured and imprisoned many people. But then you are confused because of the religious teachings and advice are being given by different characters in the whole movie.For example; the conservation between the ant and Adem about pilgrimage in his daydream. And the revolutionary conversations and sayings of Hasan make you think that it is a movie about the revolution or anti-capitalism. You can't get the gist of the movie because of these different and irrelevant themes mixed together. If you watch the movie from this perspective you catch lots of scenes like that. My interpretation about those superfluous religious scenes is that it is an effort to adapt the movie to conservative atmosphere of Turkey, which means not to disturb the community which is in charge with a conservative vision and also to expand the variety of audience. Except for the issues mentioned above, it is an enjoyable and at the same time heart burning movie.",negative
Iftarlik Gazoz,"I was born in 1993. I did not live in 70's-80's but i heard, read and watched so many stories about it. I'm not from Aegean Region. I was born and living in Ankara in Central Anatolia Region. These two regions have different types of people and day life. But this movie brought me my childhood. Made me smile. Ending scenes of movie made me almost cry. Maybe people who out of Turkey, cannot understand but we will. We'll cry for who are our lost before. Good project, good acting, good script, good directing. This movie deserves 10 out of 10.",positive
Enes Batur Hayal mi Gerçek mi?,"While reviewing this movie the first thing to consider is ""Should this movie be considered as a long enough youtube video while reviewing it or should i review it as it is a movie?"". If it is first option, it is a profitable and enjoyable youtube content. But since this is a review on IMDb we shall consider it as a movie so it sucks. First thing to mention is cast which is full of famous or almost-famous 'youtubers'. Those guys or girls are not actresses or actors they should just continue to produce entertaining and enjoyable content for youtube. This situation that they have put themselves into is something like ""I can ride a bike well , so why not i ride a motorbike ?"". This is a logic that nobody should believe or follow. I won't even mention the actings of those i have been talking about. Maybe story can be somehow inspiring, but it can only inspire under 10 years old kids who can be inspired by almost anything at that age.",negative
Enes Batur Hayal mi Gerçek mi?,"While reviewing this movie the first thing to consider is ""Should this movie be considered as a long enough youtube video while reviewing it or should i review it as it is a movie?"". If it is first option, it is a profitable and enjoyable youtube content. But since this is a review on IMDb we shall consider it as a movie so it sucks. First thing to mention is cast which is full of famous or almost-famous 'youtubers'. Those guys or girls are not actresses or actors they should just continue to produce entertaining and enjoyable content for youtube. This situation that they have put themselves into is something like ""I can ride a bike well , so why not i ride a motorbike ?"". This is a logic that nobody should believe or follow. I won't even mention the actings of those i have been talking about. Maybe story can be somehow inspiring, but it can only inspire under 10 years old kids who can be inspired by almost anything at that age.",positive
Sairat,"I don't know Marathi. By mistake we gone to the wrong screen and could not stop our self to watching Sairat.After login here i just check my activities. I saw just rate my fav list 10 stars. This is not so fair! No Really....I can just love or hate movies! After years I have seen something that touched my heart. So 10 stars for 'Sairat' too!  This is undoubtedly a masterpiece of Cinema. Beautiful cinematography...flying birds, farms, sun, grass, plants and a well. 9 Rasa are used in the movie...I fill.  Acting part is very very natural. Characterization is unique yet so realistic. This makes movie all time fresh. Once you watch and you can't flavor of the movie ever. Music is awesome...Not Overpowering the visuals. Unfortunately i not understanding the lyrics ...but still singing!  Sudden sarcasm, harshness and shown very beautifully. I am a guy who always dreamed to make movies....this is so inspiring to me. Big thank you to the makers. Sairaat Jhala ji!",negative
Sairat,"This is not a review of this film. It is an attempt to explain few things before you watch this film, so that anyone without a proper knowledge of what exactly the ""story"" wants to express to viewers will at least get an idea of what the film is all about.This film is about a boy and a girl who falls in love - a boy is from one caste and a girl from another caste. Problem rises between them because the fusion of different castes is not allowed in India. What exactly caste is? It is nothing but fabricated way of dividing a population into a ""caste"". The fusion of different castes as I said is not allowed and it is the religion that supports this notion.To the people who have no idea of how caste system works - be it people who live in India or live outside of India have to remember this only - It is this - Caste System works in two forms – In its preserving form, it makes intermarriage i.e. exogamy impossible and when caste switches to its religious form, it makes Untouchability prevailing in modern times.Rest, the film will do the talking!",positive
Manjhi: The Mountain Man,"With due respect to Nawaz's acting and the man 'Dashrath Manjhi' who did such an insurmountable task, I would like to say that this shouldn't be classified as a movie, neither should it be classified as a documentary. It is not even a one-time watch.In the worst case scenario, it is a one-time watch, but only till intermission. People making such movies should consider on tweaking the storyline so that the movie emerges out as a good experience for viewer. I don't know what people found interesting in this movie but I will try to summarize my experience in following points :1. Entertainment - 4/10 This is only because of the first half of the movie, which is decent in terms of providing entertainment value to the viewers. The second half will almost literally compel you to sleep in theatre. 2. Determination - 5/10 People are confusing psychotic fad shown in the movie with words like 'determination' and 'willpower'. 3. Romance - 7/10This is not even a complete story. It is just a 2 hour long fact that a man carved out a path out of mountain in memory (psychotic fad) of his wife who passed away in an accident on mountain.4. Action - 2/10 Almost nil. There is a lot of time devoted in the movie to show misdeeds by highbrow goons. Even till the end, the dots for their punishment doesn't get connected despite of the fact that they are involved till end in the plot with Nawaz's character. All we get is just an 'out of nowhere' loose scene.5. Adventure - 2/10 Except for the maniac mountain crushing there is nothing at all. 15 minutes of futile scenes showcase Nawaz's travel from Bihar to Delhi by foot just to make the premise of a useless 2 minute scene in Delhi. It may have happened in real as it is based on a real story but from a movie perspective it was absolute rubbish in order to portray determination of the character.",negative
Manjhi: The Mountain Man,"Expect no grandeur and very un-Bollywood-like. The plot of the movie unfolds quite slowly like a classic movie should be, building up gradually in the first half and then you are so engrossed into the movie, that you hardly realize how quickly the second half passed by. Nawazuddin Siddiqui could have been the only actor at of today who could do justice to this role. Ketan Mehta has made sure that the real touch in this movie sticks as close to the actual incidences and he has succeeded thoroughly. Many filmmakers attempt to use or portray the themes from this part of India (like Amir Khan's PK or Salman Khan's Dabang). One can easily find that genuineness of Bihari culture is so hollow that it brings down the impact of the movie, rather than uplift it. The way all the actors have delivered their dialogues or put on their costumes is phenomenal. Siddiqui's performance is a stand-out and without doubt, it'll a benchmark in Bollywood, IMHO. Craziness of Manjhi is a legacy for Indians and Siddiquit has succeeded in bringing that out on the silver screen.",positive
Knife,"I was encouraged to watch the movie and many friends recommended it on the lines that if you liked Ramana, you will like this movie. But for some reason, I found the script totally lacking common sense and showed the lack of depth in knowledge of the writers of the plot. The plot is centered around the struggles of villagers versus MNC(Corporate). The word MNC and corporate are overused in the movie, that it left such a bad taste to me. Maybe it would have been nice if someone explained Economics 101 to the writers of this movie. My distaste for the movie stems from the simplicity with which commercial Tamil movie makers want to handle the script - black versus white. Heroes versus villains. A lot of movies these days have transcended such stereotyping showing all possible greys, but this movie should have been made like 40 years ago, and then possibly it would have deserved all the praise. In fact a basic fact check would disprove the premise of the whole movie. Farmers earn more when they sell their land to acquiring corporates. It is simple market mechanism. If a beverage company dries out a river, it just means, we people are lazy and like to indulge in carbonated drinks. As long as there is demand, you cannot villify the firms for it. On a sidenote, both Pepsi and Coke follow sustainable practices for most part, and I would encourage the writers to check about it. And the farmers are none the poorer for selling their land to acquiring firms. See all the farmers driving BMWs in Gurgaon. And please for Godsake, companies do not collude as shown in the movie. If you want to switch off the real world and enjoy a masala cum emotional movie, then you will probably like this one. But please please do not come from the movie hall thinking the plot is real or even close to reality.",negative
Knife,"One of the best script and dialog's in recent Tamil movies. Vijay performed very well. Hats off to ARM sir and BGM is mass.Samantha is cute as usual.Neil Nitin Mukesh was perfect for his role.The message which was spoken in the movie is well conveyed and it will reach every corner of India. The dialog in the climax is class, Vijay delivered it in a very good manner. Dialogues in many scenes were too good.Only negative thing i feel that is the song placement.You can't compare Thuppakki with Kaththi, Thuppakki is an action thriller movie and Kaththi is an emotional social message movie. Overall the film is a blockbuster and a must watch movie.",positive
Go Goa Gone,"Go Goa Gone is truly one of the most hilarious Hindi films since Delhi Belly. It's a zombie comedy, with lots of blood and gore, so it's in no way for the squeamish, and the humor is quite mature, so it's NOT a child-friendly watch, but, hey, it's the subject matter itself which isn't really kid-suitable.Nevertheless, Go Goa Gone sets out to bring a new genre into Indian cinema with great gusto, and it fails to fail. With rib-tickling lines, great comic acting by Kunal Khemu, Vir Das, Anand Tiwari, and even Saif Ali Khan as the quirky, macho Boris (soon to be one of the greatest cult characters of all of Hindi cinema), Go Goa Gone FORCES you to laugh effortlessly.Yes, the plot gets a little dragging at the second half, and Puja Gupta's acting isn't very novel (although she looks great), but mostly, Go Goa Gone just always makes you laugh at one point or the other. I was chuckling at every other moment. The zombies are well-made, for a first in Bollywood, and nothing looks cheap. The action is pretty nice, and the songs are quirky and trippy.I highly recommend this to anyone who wants to have a good laugh-fest. Except the kids, of course...",negative
Go Goa Gone,"It's a rarity for Indian movies to step beyond the conventional(and convenient) love stories and venture into the unknown.'Go Goa Gone' tries that and does a commendable job.You have heard of romcoms,now there is a new genre and it's called 'ZomCom!'.The movie stars Saif Ali Khan,Kunal Khemu,Vir Das and many many zombies.There is good chemistry between the friendly trio of Luv,Hardik and Bunny.There's lot of slapstick humor,plenty of boisterous moments.The trio attend a rave party in Goa where all goes wrong.Thanks to a drug,suddenly zombies are spawning out of the blue and they are hungry for any human they can find.The trio find themselves stranded on an island with zombies all around and no way out.Enter Saif Ali Khan as a Russian mafia Boris.Off late Saif's acting has really transcended to a new level of confidence and this role is an example of that.His character is just so amazing.His dialog delivery with that Russian accent,his intimidating yet adorable looks,his intriguing persona-are all things you will love about him.You get a kick within when he says with that Russian accent- 'I kill dead people'.The rest of the cast has acted pretty good as well and i liked Kunal Khemu's(Hardik) performance.There are plenty of genuinely funny moments.Don't try applying your mind too much or connecting the dots,this one is just meant for fun.Watch it and enjoy!",positive
