movie,user_review,sentiment
The Clan,"I think Argentinians may enjoy this movie better than foreign audiences, judging from it's current score (7.0). Maybe it's because they're already familiar with the historical setting, story and characters. My guess is foreign audiences won't appreciate this movie so well -- I know I didn't. The plot is told in a very tedious way. We get to see kidnapping after kidnapping, with little to no emotion or conflict. Maybe it was the dull script, but no actor delivered good performances. Sure, some psychological conflict is hinted, but it never reaches the viewer in an honest or meaningful way. I also found it poorly directed, with a notable cringe-inducing and awkward scene paralleling one of the kidnappers having sex with his girlfriend and one of the victims being questioned. Skip this one and watch Nueve Reinas or El Secreto de sus Ojos instead.",negative
The Clan,"Few years after the dictatorship in Argentina by Rafael Videla is overthrown, the remaining members of that military order begin a life of crime, using as an excuse that the Argentinians sold the country and pushed the patriots into catastrophe. At this time in history, is where the story of Arquímides Puccio (Guillermo Franchella) and his family take place. Puccio is an old retired military who starts kidnapping rich youngsters not just for the money, but to satisfy an evil mind that wants suffering. However, his five children, Alejandro (Peter Lanzani), Maguila (Gastón Cocchiarale), Silvia (Giselle Motta), Adriana (Antonia Bengoechea) and Guillermo (Franco Masini), are the ones who end up with the biggest sorrow. This brilliant movie is not a conventional crime thriller, it also explores the psychological illness of all the members in this family caused by the oppressing voice of Puccio's patriarchy. Alejandro, the brilliant and successful eldest child, is the connection between us and the pain inside the characters. The narrative of the story begins by the end, and so it goes interchanging present and future, until they collide in a sublime climax when all the feelings and thoughts of the children explode. Each one of the characters, even though they were real, are so astoundingly designed that you can feel the hate of the father; the indifference of the mother; the rage, the fear and even the love of the children. Another remarkable aspect of this movie is the BSO, featuring an accurate selection between The Kinks, Credence Clearwater Revival, and Argentinian rock of the 80's like Seru Giran and Virus. This is also a portrait of the post-dictatorship era as a fictional interpretation of the feelings of an old retired military, his new war, and his new army: his family.",positive
Kelebegin Rüyasi,"if you love poetry, you should watch this movie. no problem. if you don't like poetry (like me), you should definitely watch it. i have grown up in zonguldak where the poets live too. i have never heard about them. this movie made me (and turkey)know about them. here is a part from the movie. i translated it. So it can't be %100 true.""I would like to make a beautiful remember her beauty, before themirrors..""MUZAFFER TAYYİP USLUi hope this movie will win an Oscar in 2014.",negative
Kelebegin Rüyasi,"2,5 hours... Wish the movie was even longer, wish I had the chance to walk into that screen and live in that movie together. Visually it did remind me of Gladiator due to amazing scenery and La vita e Bella due to colors and era. But as a whole it was something else, something touching, heart breaking and still full of humor. If I need to explain it with one word, it was poetic in each and every moment. Life of 3 poets. One very well known and experienced and two young and talented. A friendship that is bond with life and death. It should be really hard to capture it all but Yilmaz Erdogan did a great job as a director and actor. Two young poets, Kivanc Tatlitug and Mert Firat just makes you feel each and every moment of their life, their pain and their happiness so perfectly.I plan to see it again at the theater and keep telling the people that it deserves a chance at the film festivals around the world.",positive
Müslüm,"Müslüm Gürses and his tragic life story are seen as the success of this movie. Because of the problems with directing are so much that it looks like an amateur TV documentary. For example, in such a ""serious"" movie, it is not possible to understand why Müslüm Gürses hologram appears in the car store. In addition, none of the classic Müslüm Gürses songs are included in this film. All acting in the first part of his childhood and Zerrin Tekindor can be viewed for.",negative
Müslüm,"A dramatic life story of Turkey's best arabesque artist. I can really say it's one of the best biography movies in music. If you watch, you can add great things to your life.",positive
Yves Saint Laurent,"Interesting insight into the life and less-known sides of the legendary Yves Saint Laurent. This was more than a mere tribute to the fashion icon by shots of most (if not all) of his successful collections, it was an in-depth description of what it meant to live with and love a sensitive genius who always carried his own crucifix. The dedication of the faithful Pierre was moving as he guarded over his frail partner who might go off anytime like fireworks. Consider me priggish if you will; I felt the film focused slightly too much on the decadence (alcohol, drugs, sex - you name it) of the chief protagonist. Though perhaps for some talented souls, these indulgences served as their Muse. The fashion shows were intoxicating, and the wedding gowns (especially the Madonna) were awe-inspiring and overwhelming. Overall, I'd say a 6.8 out of 10.",negative
Yves Saint Laurent,"In many respects, this biopic of the titular fashion designer is everything you might expect. It is full of beautiful people wearing beautiful clothes in beautiful surrounds. Fortunately though, Yves Saint Laurent is much more than that and we do get some insight into a man whose demons very nearly threatened to derail his reputation and career on more than one occasion. Too often, biographical films try to cram too much into the limited running time that a motion picture necessarily demands, so it is very pleasing that director Jalil Lespert has avoided the temptation to cover every stage of Saint Laurent's life and career, opting instead to focus, for the most part, on his emergence as a pre-eminent figure in French fashion circles and the ensuing bouts of self-destructive behaviour that threatened to overshadow his creative genius. The film does touch on the later stages of Saint Laurent's life, but primarily to contextualise the relationship with lifelong partner Pierre Berge, who we first meet in a pre-credit sequence set after Saint Laurent's death. The story is then told as a recollection of events from Berge, who provides a second-person narration as though it is being delivered to Saint Laurent himself.Pierre Niney takes on the role of the Algerian-born Saint Laurent, who we first meet at home in Oran on the Mediterranean coast. Whilst still in his teens, Saint Laurent finds himself working for Christian Dior, whose death in 1957 propelled Saint Laurent into the role of head designer at Dior's fashion house at just 21 years of age. Already encumbered by a social anxiety that he attributes to childhood bullying, Saint Laurent finds it difficult to cope with the aura of expectation that surrounds him. When he is drafted into the French military, Saint Laurent finds himself unable to cope, is confined to a psychiatric hospital and subjected to electroshock treatment. Sacked by Dior as a result, Saint Laurent establishes his own brand with the help of Berge (Guillaume Gallienne), a cash settlement secured from his former employer and the support of an American investor. From this point, Saint Laurent emerges as a superstar of the fashion world; each new collection met with adoring enthusiasm. However, whilst his professional profile explodes and he cements his reputation as one of the truly great designers, he sets out on a path of self-destruction; partaking in drugs, excessive alcohol consumption and infidelity in an effort to combat the depression, anxiety and insecurity that plague him.This is very much a film that examines the relationship between Saint Laurent and Berge, with the latter emerging as a stoic hero figure who stands by Saint Laurent throughout the tumult that was their personal and business relationship. If what we see is to be believed (and I have no reason to suggest we shouldn't), then Berge was a guardian angel for the troubled designer, serving as manager, constant companion, lover and lifesaver. It is hardly surprising therefore that the real life Berge has endorsed the film, which is based, in part, on his book Letters to Yves. Furthermore, Berge has praised the performances of both actors, telling Vogue magazine that he was ""blown away by Pierre Niney's performance. It really disconcerted me. It even upset me, because it's very difficult. At times, I thought it was Yves Saint Laurent himself. That's huge."" On Gallienne, Berge declared ""I think he's an extraordinary actor."" Of course, as a result of Berge's ties to the project, the filmmakers were granted access to Saint Laurent's original design studio and more than 70 of his vintage outfits and, it must be said, the clothes are stunning. Another key figure in Saint Laurent's life during his rise to fame was model Victoire Doutreleau (played by the stunning Charlotte Le Bon), who was one of Saint Laurent's few close friends until forced out of his life by Berge, who considered her a bad influence.Yes, the film is a celebration of Saint Laurent's creative genius, but it certainly doesn't shy away from the darker side of his personality. It is a reminder of the destructive nature of disorders such as depression and anxiety, even amongst those who seemingly have it all. The film looks elegant – sumptuous even – and the musical score draws upon classical, jazz, rock and opera at different times, to mostly good effect. Ultimately, Yves Saint Laurent is an engaging, if somewhat genteel, examination of the life (or part thereof at least) of a talented yet troubled individual. Lespert has crafted a film that explores the darker side of Saint Laurent's personality without diminishing his legacy as a fashion icon.",positive
Son of God,"Wowsers! If you're interested in a TV movie on the big screen than this is the movie for you. Featuring a Portuguese actor playing Jesus (because Son of God forbid that an actual Middle Easterner played Jesus in a Jesus movie, lest the Faithful go wild) it is literally the Jesus part of The Bible miniseries that played on cable last year with some extra scenes. The production values are exactly what you'd expect for a TV movie - horrible. They were hoping for a Passion of the Christ like hit, but the movie is almost gone from theaters and it's not even Easter. Ticket sales fell 61% in it's second week , even though it expanded into more theaters.If you want a good movie about Jesus, Passion of the Christ is where it's at.",negative
Son of God,"For those who are expecting a repeat of the Mel Gibson movie, then prepare to be disappointed ... or pleasantly surprised. This movie is the sanitized version of the Gibson extravaganza. It is the movie that Gibson would have made if he had decided to ease off on the gratuitous depictions of violence. Depicting violence in a movie about Christ is unavoidable; it is part of the story. The violence has to be shown. The question is: how, without the violence itself becoming the main theme? This movie sticks to the story about Jesus; the violence is a part of the story. He is beaten, mocked, scorned, discredited, tortured, crucified and murdered. The story is told in its entirety. Yet, the director succeeds in telling the story in a straightforward non-sensationalist manner. By emphasizing Christ's humanity he brings the audience into the story. Regardless of your religious beliefs, one can relate to Jesus, his ministry and what he is trying to accomplish. His actions are plausible and understandable. His preaching is simple, sensible and comprehensible. His suffering and anguish is pitiful; his resurrection miraculous. Here the movie is strongest. Unlike the Gibson film, the resurrection is given full treatment and concludes the movie on a positive note, which is appropriate. The story of Jesus Christ requires no embellishment; it speaks for itself. Jesus was born, conducted his ministry, was betrayed, and was sacrificed. This is how the story is depicted in this movie. What more should anyone expect?",positive
Neerja,"I never liked S. Kapur on silver screen.I am hard core Neerja Bhanot fan and proud of her sacrifices but coming to Sonoma spoor I really didn't she doing this role.Because I feel there dozen's of actress who could have done this role 10 times better than her. She is the most backwash actress of Bellwood, fake, show off and I hate her presence on celluloid.So kindly spare us.From the cinematic horror.Only neerja bhanot's mom character moved me by her acting skills.I hope from next time film makers will get real actors on the board than this actress",negative
Neerja,"Life has to be bigger not longer! The film, Neerja is a portrayal on the life of the courageous Neerja Bhanot, who sacrificed her life while protecting the lives of 359 passengers in 1986. The flight was hijacked by a terrorist organization in Karachi. How she bravely handled the situation is what the film has been made on.Director is the real hero of this movie. Ram Madhvani describes every part, every scene of the film very wonderfully. Along with the writers, he is not giving outside of the track and thus, this film is a gem of 2016! Shabana Azmi has done a fantabulous job in the character of Neerja's mother. Though, she has not much dialogues, but her expressions show her emotions, and they are very real that everyone was crying literally. When she gave a speech on Neerja in the end, I was not able to control my emotions. Tears were flowing continuously. She will be the winner of best supporting actress in the major award ceremony undoubtedly.Sonam Kapoor has given career best performance. She could've been portrayed her well. But, whatever she has given is acceptable. Yogendra Tikku as Neerja's father and Shekhar as Neerja's friend are good and suitable. The man who portrayed Khalil, the angriest terrorist, has done a fantastic job. He looks like a pure terrorist. Others are good, too.Music is given by Vishal Khurana and lyrics has been penned by Prasoon Joshi. All the songs are listenable again and again. Background score is also suitable and helps to build the terror as well as the excitement.Connection with Rajesh Khanna, Neerja's past describing her marriage issue, her father's advises, her handling of the passengers, her smartness of not taking the U.S. citizens' passports, her calmness, her love letter written by her lover, her love towards her duty, her sacrifice - everything is just so perfect. I'm no getting over from it. This is probably one of the best films of this year.I salute you from the bottom of my heart to Neerja Bhanot, the actual one. She has been rewarded Ashok Chakra by the government of India. Though, Airlift was a good one, but, this deserves support from the audience. This is definitely better than Airlift. Please, it's my humble request to all that go and watch out the story of the brave girl, Neerja. Her mother told that Neerja was prettier than Sonam. Yes, the photographs in the end credits give the approval to this statement. A girl, aged 23, lost her life while saving the passengers during her job. Watch it and think that where we reached till now! Massive respect!",positive
Bhaag Milkha Bhaag,I don't really do this but I'd like to make an exception in this case. The movie is excellent. Great way of story telling. The story is about one man but he is not the only one who plays the role exceedingly well. After watching this I don't think any one who acted in this film was remotely bad. They all acted amazingly well and gave true justice to their own characters. Only drawback that i can mention here is the time. i think the movie is a bit too long. For the first 2 and half hours i didn't really feel the need to look at my watch.Overall a refreshing film with excellent story and great acting.,negative
Bhaag Milkha Bhaag,"Well I was not excited enough for this movie, but when the trailers started coming and then the music, my curiosity began to flourish little bit. But the main reason I went to saw this movie was because I heard almost 50-60 review from my friends and not even single person had a negative review against it. And when I saw this, it really blew me away because it had many mixtures which made this movie work. First of all FARHAN AKHTER is at its best, no doubt its his best performance till date. It was like we were seeing real Milkha Singh on screen. Divya Dutta is awesome, Pavan Malhotra, Yograj Singh & Prakash Raj have really performed well. Sonam Kapoor is completely waste though her role was very little, so you won't miss her. Rebecca Breeds looks fabulous, Dilip Tahil as Jawahar Lal Nehru was not a master stroke. Screenplay was good, music was fabulous and the background score really kept the life in each and every scene. Rakesh Omprakash Mehra's best work till date also. YOU DARE TO MISS THIS ONE ON YOUR OWN RISK !!!",positive
One Chance,"Starting with the movie synopsis, he was NEVER an opera singer 'by night' throughout the entire movie, and only sang for an operatic company near the end of the film when even then he only sang in the beginning of Aida until he went unconscious due to his stupidity which he demonstrates throughout the movie. It is disrespectful to those of us who have struggled against the odds to become something we truly wanted to be by implying he did the same. The only reason he even entered the contest at the end was because his wife was at her wits end with his lack of motivation to sing, although the movie does make it clear that he was well motivated to eat. Ironically, it is implied that his obesity was the main reason he was harassed while growing up, and only those who feel pity for him because of this would see some kind of justification for his eventual success in spite of his gullet.",negative
One Chance,"I saw the film One Chance prior to it's official USA opening, at the Aspen Film Festival, where it received enthusiastic applause and cheering from the audience. Although I am a long-time fan of its subject, British operatic tenor Paul Potts, it is not just ""good if you like Paul Potts"" but really, really good for anyone. Tony-award winner James Corden is excellent as Paul Potts, as is the rest of the cast, and the film is a first-class production all round. It is heartwarming and inspirational--and humorous--as it tells the story of a man who was born with an immense talent but bullied all his life for being ""different."" It is full of gorgeous music and full of romance as it follows the story of Paul and his wife, through difficulties--almost unbelievable, except it's true--that almost forced him to give up his dream, until it all came down to just One Chance to make his dreams come true. I would give it more than ""two thumbs up"" if I had more thumbs!",positive
Tanhaji: The Unsung Warrior,"When i watched this movie i found it entire commercial crap. Tanhaji was brave and loyal,and so was udhaybhan. Udhaybhan was not a cruel person and he was appointed by jaisingh, no relation between aurangzeb and udhaybhan. The people who watch this kind of historical crap they believe it and true history got lost. Nobody believes true history of tanhaji after this commercial crap. And shivaji maharaj never tried to keep secret of kondana from tanhaji he directly said that he could not come to raiba's marriage because he wants to win kondana fort. Nothing they showed about suryaji brother of tanhaji. After tanhaji dies suryaji leads the battle. Shivaji maharaj did not came in the battle when tanhaji was dying. After knowing that tanhaji was dead shivaji maharaj greived and named kondana as sinhagad and said that ""the fort is captured but lion is dead"". This movie don't deserve 8.4 rating.",negative
Tanhaji: The Unsung Warrior,"First of all, it was fabulous and felt goosebumps to see Shivaji for the first time in the history of World Cinema.
Second the way Ajay acted was exemplary.. Perfect Expression and dialogue delivery. Kajol played her small but impactfull part beautifully.
I liked other roles too.. But watching Shivaji in big screen is something can't be expressed with words. Brave n successful effort!!",positive
Freeheld,"In a time when our nation is going through some the most progressive and long overdue changes in history, a film as timely as ""Freeheld"" would be welcomed with open arms and minds from critics and audiences. Unfortunately, what director Peter Sollett creates, in partnership with Academy Award nominated screenwriter Ron Nyswaner, is an uninspired, insipid, and downright cheap take on a same-sex couple fighting for death benefits.Starring recently Oscar-crowned Julianne Moore and Ellen Page, the two manage decent chemistry and maneuver through generic and Lifetime movie-like lines. The impressive Michael Shannon does his very best to elevate all the material, showing the if you're talented enough, no script can hold you back. On the hand, the rest of the cast, particularly Steve Carell, is so over-the-top, and poorly guided, that everything that could have made ""Freeheld"" a spectacular and moving drama, is quickly transformed into a distorted and tragic version of the Oscar-winning short that the film is based on. The most novice filmmakers could have created something more gratifying.""Freeheld"" tells the story of New Jersey police lieutenant, Laurel Hester (Moore), and her registered domestic partner, Stacie Andree (Page). When Laurel is diagnosed with terminal cancer, both battle to secure Hester's pension benefits.After just winning her long overdue Academy Award for last year's ""Still Alice,"" the excitement and anticipation for Julianne Moore's next role was at an all-time high. Moore, as we come to expect, commits firmly to the role of a dying woman. Reminiscent of performances like Hilary Swank in ""Million Dollar Baby,"" Moore dives into her psyche, offering her soul to a woman who lived her life with secrets, and became alive in her later years. While Nyswaner's script offers little insight into Laurel and Stacie's love, outside of montages and cancer treatments, Moore finds her way through the pitfalls to come out on the other side intact. Page, who was a strong voice in getting the picture made, is relegated to crying and awkward ticks. Several instances, we are led to believe that ""this scene"" will be ""her scene"" where she gets the chance to let loose and show us what she's all about. Once again, Sollett's plain and boring direction quickly cut her every scene short, and offer no room to explore her character's surroundings and feelings. It's a terrible waste of talent.Michael Shannon delivers a competent and layered performance as Dane, Laurel's cop partner. He finds the humanity and conflict in Dane's misunderstanding about Laurel's lifestyle and later in the fight for equality. He's the film's key positive note. Carell's over-the-top yelling and mannerisms is among the worst acting examples seen in 2015. It's as if Sollett decided to let ""Michael Scott"" from ""The Office"" run amok on the set because that's all that Carell manages to evoke. One year after a career-topping work in ""Foxcatcher,"" I'm embarrassed that this is his next venture for the world to behold.Even down to the cheesy score by Hans Zimmer, nothing about ""Freeheld"" sings. It lays dormant in a small courtroom, where anger and inspiration are supposed to fly but lies lifeless among the picket signs and Josh Charles' snarls. I was sincerely hoping for something better, actually something magnificent; too bad there's not enough vision to bring this powerful story to life.",negative
Freeheld,"If you've already seen Philadelphia (1993, with Tom Hanks and Denzel Washington), you'll watch Freeheld and have a feeling of déjà vu. Written by the same screenwriter, Ron Nyswaner, Freeheld has all the elements of its predecessor: (i) it's inspired by true events, (ii) the main character has a disease and enters into a legal battle while sick, and (iii) there is a lot of prejudice against homosexuals. Despite all the similarities, Philadelphia is superior, and I'll try to explain why.As Tom Hanks in Philadelphia, we see Julianne Moore transforms physically as the disease progresses. She always gives great performances, but I felt like I enjoyed it more during the first act, when she was struggling to keep her relationship a secret. Ellen Page is also great, especially when she's defied by her future boss who doesn't believe she can work repairing cars because she's a woman.Having said that, the best character, in my opinion, is Dane Wells (Michael Shannon), Laurel's partner in the police who struggles with himself when he finds out she's gay, but ends up helping her. Steve Carell is also in the cast and he was very applauded by the audience in the session I was in. He definitely gave the film a lighter and funnier tone, since it's clearly a tearjerker.Philadelphia had a different effect on me because the characters involved are more complex: the audience knows why Tom Hanks' character was fired, but the discussion is deeper than ""because he's gay"". In Freeheld, on the other hand, we see the ""Freeholders"" discussing Laurel's request behind close doors and their decision is simple and fast, with no further questions (except for Josh Charles' character). So, even though we all knew the ending to both films before they actually end, Freeheld felt like an old formula to me. Full review: http://wp.me/p5Rk4c-em",positive
Chhapaak,"The story could be accurate but it sadly isn't. The lawyer in real life events was given no real credit for her fight ! But let's forget the facts for a moment and enjoy the movie one would think ... The direction is poor and the movie feels like something emotionally charged than a message. Honestly a one time watch movie and you wouldn't be able to handle it another time ! Here's a suggestion for south indians with a similar storyline... Watch the malayalam movie ""Uyare"" and you'll be much more satisfied than this supposedly true story !!
But hey ! This movie will make you rethink about everything that's wrong with our cheap minded society !! Watch it for a message...ignore it for the facts !!",negative
Chhapaak,The year has started but i can already say that Chhapaak is probably the best film of 2020. From the impactful storyline to the amazing performance by Deepika as Maalti. This is probably her best performance as of now. Great cinematography and narration style.,positive
The Good Lie,Every RELEVANT character in this movie did a sensational job! the only down side was throwing Reese Witherspoon in this complex situation. The whole time I'm trying to enjoy the story and the struggle of these incredible characters and the only thing i saw out of Witherspoon is that she is completely out of her element and deep down she knows it. If this movie is to get any Oscar recognition...Reese will be it's only downside! That being said.... Learn some editing techniques and cut out all scenes with Witherspoon and it will still make sense and add more credibility to the film. Finally i need to decide who to blame...the writer (i doubt it) the directer (unlikely) the producers and studios??!! enough said.,negative
